"Teil,""Deckungsmenge"",""KommNr"",""Bedarfsmenge"",""Termin"",""SubRefObj"""
"210.8,""0.0"","""",""4.0"",""2025-08-08"",""LA-00228922|210.8||0"""
"211.20,""0.0"","""",""1.0"",""2025-08-08"",""LA-00228922|211.20||0"""
"213,""0.0"","""",""2.0"",""2025-08-08"",""LA-00228922|213||0"""
"215,""0.0"","""",""2.0"",""2025-08-08"",""LA-00228922|215||0"""
"216.1,""0.0"","""",""2.0"",""2025-08-08"",""LA-00228922|216.1||0"""
"4501.64,""128000.0"",""V-000500"",""0.0"",""2025-09-08"","""""
"450.64,""0.0"","""",""128000.0"",""2025-08-22"",""LA-00228121|450.64||0"""
"zk240120113,""0.0"","""",""145152.0"",""2025-08-24"",""LA-00228121|zk240120113||0"""
"zkabx0210,""0.0"","""",""168320.0"",""2025-08-24"",""LA-00228121|zkabx0210||0"""
"sprd33408sw,""0.0"",""V-000500"",""256.0"",""2025-08-24"",""LA-00228121|sprd33408sw||0"""
"sprd33416sw,""0.0"","""",""256.0"",""2025-08-24"",""LA-00228121|sprd33416sw||0"""
"a25170030.60,""0.0"","""",""10000.0"",""2025-08-18"",""ZV-00227590|a25170030.60||1"""
"x5311035e453,""0.0"","""",""100000.0"",""2025-10-28"",""ZV-00228674|x5311035e453||1"""
"zk7831,""0.0"",""V-000500"",""23000.0"",""2025-12-12"","""""
"1016l.28,""0.0"",""160447-000500"",""1500.0"",""2025-07-23"","""""
"zs20422.68,""0.0"",""V-001000"",""21000.0"",""2025-08-14"","""""
"1016r.68,""0.0"",""V-002000"",""10000.0"",""2025-07-25"","""""
"3492c,""10000.0"",""V-000500"",""0.0"",""2025-10-28"","""""
"1016l.28,""1500.0"",""160447-000500"",""0.0"",""2025-07-23"","""""
"1016l.68,""0.0"",""112257-002000"",""2000.0"",""2025-07-23"","""""
"1016l.68,""2000.0"",""112257-002000"",""0.0"",""2025-07-23"","""""
"1364b.68,""0.0"",""160447-001000"",""3000.0"",""2025-07-23"","""""
"1364b.68,""3000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"1364b.68,""0.0"",""160447-001000"",""15000.0"",""2025-07-23"","""""
"1364b.68,""15000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"1364d.68,""0.0"",""160447-001000"",""3000.0"",""2025-07-23"","""""
"1364d.68,""3000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"1364e.68,""0.0"",""160447-001000"",""5000.0"",""2025-07-23"","""""
"1364e.68,""5000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"1364e.68,""0.0"",""160447-001000"",""17000.0"",""2025-07-23"","""""
"1364e.68,""17000.0"",""160447-001000"",""0.0"",""2025-07-23"","""""
"zp20489.62,""900000.0"",""118052-001000"",""0.0"",""2025-12-12"","""""
"37569.67,""0.0"","""",""540000.0"",""2025-11-12"",""ZV-00221936|37569.67||1"""
"37569.67,""0.0"","""",""540000.0"",""2026-02-11"",""ZV-00221937|37569.67||1"""
"37569.67,""0.0"","""",""540000.0"",""2026-04-15"",""ZV-00221938|37569.67||1"""
"37569.67,""0.0"","""",""540000.0"",""2026-05-27"",""ZV-00221939|37569.67||1"""
"3801.67,""0.0"","""",""3000.0"",""2025-08-05"",""ZV-00221940|3801.67||1"""
"zk00032488.1,""0.0"","""",""45000.0"",""2026-02-10"",""LA-00229141|zk00032488.1||0"""
"zk00032488,""50000.0"","""",""0.0"",""2026-05-07"","""""
"zs0003249725,""0.0"","""",""50000.0"",""2026-04-13"",""LA-00229142|zs0003249725||0"""
"vpss027,""0.0"","""",""50.0"",""2026-04-13"","""""
"zk00032488.1,""0.0"","""",""50000.0"",""2026-04-13"",""LA-00229142|zk00032488.1||0"""
"03825k.68,""0.0"","""",""48000.0"",""2025-08-21"","""""
"03825k.68,""0.0"","""",""48000.0"",""2025-10-01"","""""
"03825k.68,""0.0"","""",""48000.0"",""2025-11-26"","""""
"776.62,""0.0"","""",""10000.0"",""2025-12-01"",""ZV-00228875|776.62||1"""
"x40060045.65,""0.0"","""",""20000.0"",""2025-10-17"",""ZV-00228877|x40060045.65||1"""
"x94064050.45,""0.0"","""",""8000.0"",""2025-11-20"",""ZV-00228879|x94064050.45||1"""
"440710.47,""2000.0"",""118634-001000"",""0.0"",""2025-07-28"","""""
"4508a06.67,""5000.0"",""118634-001000"",""0.0"",""2025-07-28"","""""
"3967,""0.0"","""",""1000.0"",""2025-07-21"",""ZL-00229823|3967||1"""
"459706,""0.0"","""",""100000.0"",""2025-07-21"",""ZL-00229824|459706||1"""
"460108,""0.0"","""",""50000.0"",""2025-07-21"",""ZL-00229825|460108||1"""
"460510,""0.0"","""",""2000.0"",""2025-07-21"",""ZL-00229826|460510||1"""
"461018,""0.0"","""",""400.0"",""2025-07-21"",""ZL-00229827|461018||1"""
"b22170025.60,""0.0"","""",""10000.0"",""2025-07-21"",""ZL-00229828|b22170025.60||1"""
"3503a,""0.0"","""",""500.0"",""2025-09-22"",""ZV-00222428|3503a||1"""
"3596c,""0.0"",""141737-000100"",""30000.0"",""2025-10-17"","""""
"m30010.01.65,""0.0"","""",""6000.0"",""2025-07-21"",""ZL-00229829|m30010.01.65||1"""
"x60020140.60,""0.0"","""",""56000.0"",""2025-08-21"","""""
"x60020140.65,""56000.0"","""",""0.0"",""2025-09-04"","""""
"3832d.60,""0.0"","""",""25000.0"",""2025-08-20"","""""
"zsf103007.66,""40000.0"",""146041-005000"",""0.0"",""2026-02-17"","""""
"zsf103007.66,""40000.0"",""146041-005000"",""0.0"",""2026-03-31"","""""
"zsf103007.66,""40000.0"",""146041-005000"",""0.0"",""2026-05-12"","""""
"zsf103007.66,""40000.0"",""146041-005000"",""0.0"",""2026-06-23"","""""
"zsf103007.66,""50000.0"",""146041-005000"",""0.0"",""2026-08-04"","""""
"3866ab.68,""0.0"","""",""30000.0"",""2025-09-23"",""ZV-00224747|3866ab.68||1"""
"zdm355258,""0.0"","""",""25000.0"",""2025-09-22"",""ZV-00226049|zdm355258||1"""
"zdm355258,""0.0"","""",""20000.0"",""2025-10-27"",""ZV-00226050|zdm355258||1"""
"zdm355258,""0.0"","""",""20000.0"",""2025-11-24"",""ZV-00226051|zdm355258||1"""
"3867fc.20,""0.0"","""",""40000.0"",""2025-10-22"",""ZV-00224751|3867fc.20||1"""
"zdm355258,""0.0"","""",""20000.0"",""2026-01-05"",""ZV-00226052|zdm355258||1"""
"3867fc.20,""0.0"","""",""40000.0"",""2026-02-18"",""ZV-00224752|3867fc.20||1"""
"3867fc.20,""0.0"","""",""60000.0"",""2026-08-26"",""ZV-00224753|3867fc.20||1"""
"zs20521.68,""0.0"","""",""50000.0"",""2025-10-01"",""ZV-00226053|zs20521.68||1"""
"zs20521.68,""0.0"","""",""50000.0"",""2025-10-22"",""ZV-00226054|zs20521.68||1"""
"zs20521.68,""0.0"","""",""50000.0"",""2025-11-19"",""ZV-00226055|zs20521.68||1"""
"v15075282061,""0.0"","""",""3420.0"",""2025-09-01"",""ZV-00225209|v15075282061||1"""
"3867t.68,""2000.0"",""V-001000"",""0.0"",""2025-07-28"","""""
"3925s,""1000.0"",""116981-000500"",""0.0"",""2025-09-26"","""""
"470508,""500000.0"","""",""0.0"",""2025-08-06"","""""
"x07008036.ps,""300000.0"","""",""0.0"",""2025-07-22"","""""
"3684a,""0.0"","""",""500.0"",""2025-07-21"",""ZL-00226952|3684a||1"""
"zs9230037848,""0.0"","""",""10000.0"",""2025-08-07"",""ZV-00228177|zs9230037848||1"""
"zsd100073843,""0.0"","""",""600000.0"",""2025-07-21"",""ZV-00201571|zsd100073843||1"""
"zsi084141.66,""0.0"","""",""200000.0"",""2025-11-21"",""ZV-00228178|zsi084141.66||1"""
"zsi084141.66,""0.0"","""",""200000.0"",""2026-01-29"",""ZV-00228179|zsi084141.66||1"""
"zsi084141.66,""0.0"","""",""150000.0"",""2026-06-02"",""ZV-00228180|zsi084141.66||1"""
"zr20510.63,""0.0"","""",""1000000.0"",""2025-10-20"",""ZV-00224344|zr20510.63||1"""
"3784k08.68,""0.0"","""",""30000.0"",""2025-07-21"",""ZL-00227926|3784k08.68||1"""
"a25090030.37,""0.0"","""",""2000.0"",""2025-08-08"",""ZV-00221823|a25090030.37||1"""
"b24200030.60,""0.0"","""",""185000.0"",""2025-09-16"",""ZV-00221826|b24200030.60||1"""
"b24200030.60,""0.0"","""",""185000.0"",""2025-12-18"",""ZV-00221827|b24200030.60||1"""
"b24200030.60,""0.0"","""",""185000.0"",""2026-04-20"",""ZV-00221828|b24200030.60||1"""
"1032.62,""0.0"",""V-002000"",""40000.0"",""2025-10-09"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-08-14"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-08-21"","""""
"396108,""0.0"",""V-000250"",""5000.0"",""2025-08-06"","""""
"396208,""0.0"",""V-000250"",""5000.0"",""2025-08-06"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-08-21"","""""
"460508,""0.0"","""",""35000.0"",""2025-07-29"",""ZV-00229765|460508||1"""
"zs9412155.66,""20000.0"",""146041-005000"",""0.0"",""2025-09-02"","""""
"zs9412155.66,""20000.0"",""146041-005000"",""0.0"",""2025-09-23"","""""
"zs9412155.66,""20000.0"",""146041-005000"",""0.0"",""2025-10-14"","""""
"460509d,""0.0"","""",""10000.0"",""2025-07-29"",""ZV-00229766|460509d||1"""
"zs9412155.66,""20000.0"",""146041-005000"",""0.0"",""2025-11-04"","""""
"zs9412155.66,""20000.0"",""146041-005000"",""0.0"",""2025-11-25"","""""
"zs9412155.66,""20000.0"",""146041-005000"",""0.0"",""2025-12-16"","""""
"zs9412155.66,""10000.0"",""146041-005000"",""0.0"",""2026-01-06"","""""
"zs1515elc112,""2000.0"",""V-000500"",""0.0"",""2025-10-31"","""""
"zs1515elc112,""2000.0"",""V-000500"",""0.0"",""2025-11-28"","""""
"zs1515elc112,""2000.0"",""V-000500"",""0.0"",""2026-03-13"","""""
"zs1515elc112,""1000.0"",""V-000500"",""0.0"",""2026-05-29"","""""
"460612,""0.0"","""",""10000.0"",""2025-07-29"",""ZV-00229767|460612||1"""
"460612d,""0.0"","""",""6000.0"",""2025-07-29"",""ZV-00229768|460612d||1"""
"460918,""0.0"","""",""3000.0"",""2025-07-29"",""ZV-00229769|460918||1"""
"470108,""0.0"","""",""10000.0"",""2025-07-22"",""ZV-00229770|470108||1"""
"955.60,""0.0"","""",""200000.0"",""2025-08-12"","""""
"zs2601329037,""40000.0"","""",""0.0"",""2025-11-25"","""""
"zs741244,""10000.0"","""",""0.0"",""2025-09-02"","""""
"3825l08.60,""100000.0"","""",""0.0"",""2025-08-19"","""""
"RMSA30,""1500.0"","""",""0.0"",""2025-08-18"","""""
"3868l.60,""60000.0"","""",""0.0"",""2025-08-12"","""""
"3867t.68,""0.0"","""",""2000.0"",""2025-07-25"",""ZV-00227886|3867t.68||1"""
"3925s,""0.0"","""",""1000.0"",""2025-09-24"",""ZV-00227888|3925s||1"""
"3929f,""0.0"","""",""250.0"",""2025-08-27"",""ZV-00227889|3929f||1"""
"x23514501547,""315000.0"","""",""0.0"",""2026-01-09"","""""
"x23514501547F,""0.0"",""147758"",""8000.0"",""2025-06-05"","""""
"3945,""0.0"",""V-000250"",""4000.0"",""2025-08-14"","""""
"1365d.60,""0.0"","""",""500000.0"",""2025-08-26"","""""
"1365d.68,""500000.0"","""",""0.0"",""2025-09-09"","""""
"m30020.01.65,""0.0"",""160447-000500"",""10000.0"",""2025-07-23"","""""
"1002k.60,""200000.0"","""",""0.0"",""2025-07-22"","""""
"1015.28,""80000.0"",""V-002000"",""0.0"",""2025-07-22"","""""
"1360.21,""10000.0"",""V-001000"",""0.0"",""2025-08-07"","""""
"1609.95,""100000.0"",""V-001000"",""0.0"",""2025-08-07"","""""
"3519a,""30000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"3549a,""2000.0"",""V-000250"",""0.0"",""2025-09-10"","""""
"3701k,""10000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"3785a08.68,""150000.0"",""V-025000"",""0.0"",""2025-09-01"","""""
"3785c08.68,""100000.0"",""V-002000"",""0.0"",""2025-07-22"","""""
"396108s,""4000.0"",""V-000250"",""0.0"",""2025-09-10"","""""
"3967,""1000.0"",""V-000250"",""0.0"",""2025-07-22"","""""
"459706,""100000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"460108,""50000.0"",""V-000500"",""0.0"",""2025-07-22"","""""
"460510,""2000.0"",""V-000250"",""0.0"",""2025-07-22"","""""
"461018,""400.0"",""V-000050"",""0.0"",""2025-07-22"","""""
"470308,""1000000.0"","""",""0.0"",""2025-07-23"","""""
"b22170025.60,""10000.0"",""V-005000"",""0.0"",""2025-07-22"","""""
"m30010.01.65,""6000.0"",""V-000250"",""0.0"",""2025-07-22"","""""
"1015.28,""0.0"","""",""80000.0"",""2025-07-21"",""ZL-00229813|1015.28||1"""
"3867f.68,""0.0"",""V-001000"",""30000.0"",""2025-10-08"","""""
"470410,""5000.0"",""118439-000100"",""0.0"",""2025-07-28"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-09-11"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-10-02"","""""
"3876c.67,""0.0"",""110376-000500"",""5000.0"",""2025-07-31"","""""
"470918,""4000.0"",""118439-000050"",""0.0"",""2025-07-28"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-10-09"","""""
"4805,""1000.0"",""116981-000200"",""0.0"",""2025-07-25"","""""
"490208,""5000.0"",""118439-000100"",""0.0"",""2025-07-28"","""""
"490918,""5000.0"",""118439-000050"",""0.0"",""2025-07-28"","""""
"x60090075.95,""500.0"",""V-000500"",""0.0"",""2025-08-22"","""""
"3492a,""0.0"","""",""5000.0"",""2025-10-27"",""ZV-00229667|3492a||1"""
"ut30050spez,""1.0"","""",""0.0"",""2025-08-12"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-10-09"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-10-16"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-10-23"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-11-06"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-11-13"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-10-30"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-11-20"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-11-27"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-12-04"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-12-11"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2026-01-08"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2026-01-15"","""""
"zs1004859628,""100000.0"",""V-005000"",""0.0"",""2025-08-05"","""""
"01015.68,""0.0"","""",""9600.0"",""2025-08-13"","""""
"zszt27786.70,""12500.0"","""",""0.0"",""2025-08-19"","""""
"m30020.00.65,""100000.0"","""",""0.0"",""2025-08-04"","""""
"zk210106164,""0.0"",""V-000108"",""1080.0"",""2026-07-01"","""""
"zsf103007.66,""0.0"","""",""40000.0"",""2026-05-11"",""ZV-00224770|zsf103007.66||1"""
"zsf103007.66,""0.0"","""",""40000.0"",""2026-06-22"",""ZV-00224771|zsf103007.66||1"""
"zsf103007.66,""0.0"","""",""50000.0"",""2026-08-03"",""ZV-00224772|zsf103007.66||1"""
"5130.99,""0.0"","""",""68000.0"",""2025-08-28"",""ZL-00223637|5130.99||1"""
"zk210106164,""0.0"",""V-000108"",""1080.0"",""2026-08-10"","""""
"zk210106164,""0.0"",""V-000108"",""1080.0"",""2026-09-17"","""""
"1002n.68,""0.0"",""V-040000"",""320000.0"",""2025-12-19"","""""
"zk210106143,""0.0"","""",""6480.0"",""2025-09-26"",""LA-00223480|zk210106143||0"""
"956.62,""0.0"","""",""25920.0"",""2025-09-26"",""LA-00223480|956.62||0"""
"zs3405020.20,""20000.0"","""",""0.0"",""2025-09-09"","""""
"zs20318.22,""0.0"","""",""100000.0"",""2026-09-07"",""LA-00229574|zs20318.22||0"""
"zs203180.22,""100000.0"",""V-010000"",""0.0"",""2026-09-29"","""""
"sprd33404sw,""0.0"","""",""10.0"",""2026-09-23"",""LA-00229575|sprd33404sw||0"""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2026-09-23"",""LA-00229575|zkhuc0095||0"""
"zk00032488,""0.0"",""V-001000"",""50000.0"",""2025-08-08"","""""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2026-09-23"",""LA-00229575|sprd33408sw||0"""
"zk80040010,""0.0"","""",""102500.0"",""2026-09-23"",""LA-00229575|zk80040010||0"""
"zs20318.22,""0.0"","""",""100000.0"",""2026-09-23"",""LA-00229575|zs20318.22||0"""
"zs203180.22,""100000.0"",""V-010000"",""0.0"",""2026-10-15"","""""
"x21150015.47,""500000.0"","""",""0.0"",""2026-01-12"","""""
"sprd33404sw,""0.0"","""",""10.0"",""2026-10-11"",""LA-00229576|sprd33404sw||0"""
"zkhuc0095,""0.0"",""V-010000"",""40304.0"",""2026-10-11"",""LA-00229576|zkhuc0095||0"""
"sprd33408sw,""0.0"",""V-010000"",""10.0"",""2026-10-11"",""LA-00229576|sprd33408sw||0"""
"zk80040010,""0.0"","""",""102500.0"",""2026-10-11"",""LA-00229576|zk80040010||0"""
"zs20318.22,""0.0"","""",""100000.0"",""2026-10-09"",""LA-00229576|zs20318.22||0"""
"zs203180.22,""100000.0"",""V-010000"",""0.0"",""2026-11-03"","""""
"1009k.28,""50000.0"",""V-005000"",""0.0"",""2025-09-17"","""""
"999.28,""0.0"",""V-000500"",""500.0"",""2025-08-14"","""""
"zp20575.21,""300.0"","""",""0.0"",""2025-08-15"","""""
"3639a,""0.0"",""V-000250"",""250.0"",""2025-07-31"","""""
"3635a,""0.0"",""V-000250"",""250.0"",""2025-07-31"","""""
"1364b.68,""0.0"",""118052-001000"",""5000.0"",""2025-09-11"","""""
"zk2101081471,""6480.0"","""",""0.0"",""2025-07-22"","""""
"zk210106143,""0.0"","""",""6480.0"",""2025-07-04"",""LA-00226209|zk210106143||0"""
"956.62,""0.0"","""",""25920.0"",""2025-07-04"",""LA-00226209|956.62||0"""
"zk210105762,""40000.0"","""",""0.0"",""2025-10-29"","""""
"PE2,""0.0"","""",""89.0"",""2025-10-10"","""""
"zk210105791,""40000.0"","""",""0.0"",""2025-11-19"","""""
"3866z.68,""0.0"","""",""500000.0"",""2025-08-06"",""ZL-00229386|3866z.68||1"""
"3867ab.68,""0.0"","""",""26000.0"",""2025-08-06"",""ZL-00229387|3867ab.68||1"""
"389905s,""0.0"","""",""1500.0"",""2025-07-21"",""ZL-00229388|389905s||1"""
"PE2,""0.0"","""",""117.6"",""2025-10-28"","""""
"1365d.68,""0.0"","""",""400000.0"",""2025-09-09"",""ZL-00224848|1365d.68||1"""
"3916s,""0.0"","""",""500.0"",""2025-07-21"",""ZL-00229389|3916s||1"""
"393405s,""0.0"","""",""2000.0"",""2025-07-21"",""ZL-00229391|393405s||1"""
"zdzt50095.62,""0.0"",""V-005000"",""100000.0"",""2025-12-08"","""""
"zs20501.22,""0.0"","""",""20000.0"",""2025-08-21"",""LA-00223567|zs20501.22||0"""
"zs20500.22,""0.0"","""",""20000.0"",""2025-08-21"",""LA-00223567|zs20500.22||0"""
"PS5,""0.0"",""V-000250"",""120.0"",""2025-08-21"","""""
"396208s,""0.0"",""116981-000500"",""1000.0"",""2025-07-28"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2025-10-14"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2025-10-06"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2025-10-22"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2025-10-14"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2025-10-29"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2025-10-21"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2025-11-06"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2025-10-29"","""""
"zrh4k201,""20000.0"",""112524-000400"",""0.0"",""2025-11-13"","""""
"SMS128,""0.0"",""112524-000400"",""776.16"",""2025-11-05"","""""
"3775a08.68,""0.0"",""V-010000"",""40000.0"",""2025-08-13"","""""
"3785c08.68,""0.0"",""112558-002000"",""50000.0"",""2025-08-08"","""""
"3785a05.68,""0.0"",""V-005000"",""30000.0"",""2025-08-05"","""""
"zs6960153.68,""40000.0"",""154035-002000"",""0.0"",""2025-11-04"","""""
"zs6960153.68,""0.0"","""",""40000.0"",""2025-11-03"",""ZV-00226725|zs6960153.68||1"""
"zs1016k.68,""0.0"",""122856-005000"",""40000.0"",""2025-09-04"","""""
"5112.99,""0.0"","""",""10000.0"",""2025-08-06"",""ZV-00229326|5112.99||1"""
"zs3022104022,""0.0"",""V-001000"",""6000.0"",""2025-10-22"","""""
"zrh4k201,""0.0"",""112524-000400"",""20000.0"",""2025-07-24"","""""
"x43100040.40,""424895.0"",""112524-020000"",""0.0"",""2025-07-22"","""""
"m30005.01.65,""0.0"","""",""5000.0"",""2026-01-28"",""ZV-00229329|m30005.01.65||1"""
"m30005.01.65,""0.0"","""",""5000.0"",""2026-05-28"",""ZV-00229330|m30005.01.65||1"""
"m40018.01.65,""0.0"","""",""1000.0"",""2025-08-14"",""ZV-00229331|m40018.01.65||1"""
"1364p.68,""0.0"",""160447-001000"",""3000.0"",""2025-07-23"","""""
"m30012.01.65,""0.0"",""160447-001000"",""2000.0"",""2025-07-23"","""""
"x07004036.ps,""0.0"",""160447-000100"",""6900.0"",""2025-07-23"","""""
"x07007036.ps,""0.0"",""160447-000100"",""5000.0"",""2025-07-23"","""""
"x07008036.ps,""0.0"",""160447-000100"",""20000.0"",""2025-07-23"","""""
"m30025.01.65,""0.0"",""160447-000500"",""3000.0"",""2025-07-23"","""""
"zk876182,""3000.0"","""",""0.0"",""2025-08-18"","""""
"hmpr298,""8.0"","""",""0.0"",""2025-08-22"","""""
"vpbf030,""7000.0"","""",""0.0"",""2025-09-15"","""""
"3825k.60,""0.0"","""",""105300.0"",""2025-07-11"","""""
"zk20326,""0.0"",""148099-007500"",""160.0"",""2025-07-21"",""LA-00225082|zk20326||0"""
"zs1004859628,""0.0"","""",""100000.0"",""2025-07-31"",""ZV-00216981|zs1004859628||1"""
"vpss021,""0.0"",""148099-007500"",""9.0"",""2025-07-21"","""""
"vpfk085,""0.0"",""148099-007500"",""9.0"",""2025-07-21"",""LA-00225082|vpfk085||0"""
"zp0414110928F,""0.0"",""148099-007500"",""1200000.0"",""2025-08-12"","""""
"zb876119,""0.0"","""",""1650.0"",""2025-07-21"",""LA-00222483|zb876119||0"""
"zk440320227,""0.0"","""",""3146.0"",""2025-07-21"",""LA-00222483|zk440320227||0"""
"zkabx0375,""0.0"",""V-000075"",""9126.0"",""2025-07-21"",""LA-00222483|zkabx0375||0"""
"sprd33416sw,""0.0"","""",""31.0"",""2025-07-21"",""LA-00222483|sprd33416sw||0"""
"sprd33428sw,""0.0"","""",""31.0"",""2025-07-21"",""LA-00222483|sprd33428sw||0"""
"3866b.68,""0.0"",""V-005000"",""100000.0"",""2025-07-01"","""""
"3775a05.60,""0.0"","""",""10000.0"",""2025-07-15"","""""
"m20025.00.65,""2000.0"",""147208-000250"",""0.0"",""2025-08-08"","""""
"3811d.60,""250000.0"","""",""0.0"",""2025-09-09"","""""
"450308.60,""0.0"",""104440-005000"",""25000.0"",""2025-07-23"","""""
"450408.60,""0.0"",""104440-005000"",""100000.0"",""2025-08-04"","""""
"SMS31,""0.0"",""V-005000"",""2.568"",""2025-07-21"","""""
"450508.60,""0.0"",""104440-005000"",""50000.0"",""2025-07-23"","""""
"450512.60,""0.0"",""104440-002000"",""10000.0"",""2025-07-23"","""""
"x94064050.45,""4000.0"",""V-001000"",""0.0"",""2025-09-08"","""""
"4506a12.60,""0.0"",""104440-002000"",""6000.0"",""2025-07-23"","""""
"3876c.67,""0.0"",""149811-000500"",""1000.0"",""2025-08-21"","""""
"450408.60,""0.0"",""104440-005000"",""100000.0"",""2025-08-04"","""""
"450508.60,""0.0"",""104440-005000"",""50000.0"",""2025-07-23"","""""
"3652ah,""0.0"",""116981-000250"",""2500.0"",""2025-07-28"","""""
"460618,""0.0"",""116981-000500"",""1500.0"",""2025-07-28"","""""
"3847.60,""0.0"",""116981-001000"",""7000.0"",""2025-07-28"","""""
"3856.60,""0.0"",""116981-001000"",""12000.0"",""2025-07-28"","""""
"3904,""0.0"",""116981-000500"",""1000.0"",""2025-07-28"","""""
"3878a.67,""0.0"",""116981-000500"",""2500.0"",""2025-07-28"","""""
"392308s,""70000.0"","""",""0.0"",""2025-09-09"","""""
"3920s,""20000.0"","""",""0.0"",""2025-09-09"","""""
"391305s,""10000.0"","""",""0.0"",""2025-09-09"","""""
"3903,""80000.0"","""",""0.0"",""2025-09-09"","""""
"390008,""15000.0"","""",""0.0"",""2025-09-09"","""""
"390005,""10000.0"","""",""0.0"",""2025-09-09"","""""
"3736h,""5000.0"","""",""0.0"",""2025-09-09"","""""
"3671a,""15000.0"","""",""0.0"",""2025-09-09"","""""
"3664a,""20000.0"","""",""0.0"",""2025-09-09"","""""
"3661a,""60000.0"","""",""0.0"",""2025-09-09"","""""
"3660c,""3000.0"","""",""0.0"",""2025-09-09"","""""
"3655a,""40000.0"","""",""0.0"",""2025-09-09"","""""
"3652c,""10000.0"","""",""0.0"",""2025-09-09"","""""
"3645a,""10000.0"","""",""0.0"",""2025-09-09"","""""
"3641a,""15000.0"","""",""0.0"",""2025-09-09"","""""
"3623a,""80000.0"","""",""0.0"",""2025-09-09"","""""
"3617a,""15000.0"","""",""0.0"",""2025-09-09"","""""
"3614a,""40000.0"","""",""0.0"",""2025-09-09"","""""
"3613a,""25000.0"","""",""0.0"",""2025-09-09"","""""
"3608c,""8000.0"","""",""0.0"",""2025-09-09"","""""
"3935pe,""0.0"",""V-000500"",""50000.0"",""2025-08-27"","""""
"3867v.68,""0.0"",""112257-001000"",""20000.0"",""2025-07-23"","""""
